Time_Spent_on_Site,Total_Amount_Spent,Page_Views,AOV,Group
42.9146613074804,1265.16,11.0,161.76013400177592,A
28.219321387499345,66.8,11.0,10.76596219143279,A
84.2751851271017,43.77,16.0,12.705830425180569,A
74.21081450791456,99.53,11.0,14.695534991805651,A
75.8773623092098,88.9,10.0,19.953256674561096,A
64.29935275575238,28.41,10.0,8.230116482567539,A
133.16577661936677,71.94,16.0,16.800194521271493,A
43.19069253715281,207.88,14.0,32.19623280235896,A
77.08929039390087,502.21,12.0,70.26840536851822,A
107.79391675620629,266.04,16.0,36.782064125993,A
73.13670445072384,189.5,11.0,27.68484890927856,A
76.44940127741387,289.22,13.0,6.6602901994218895,A
52.95734722522494,34.24,10.0,8.262103720536999,A
67.663162554643,583.74,12.0,77.53757542654813,A
283.40120884139816,111.15,33.0,67.44947575997729,A
29.145354721204107,102.68,12.0,9.623107706168293,A
73.92212026482277,178.16,14.0,30.2531664687409,A
59.735057188440535,77.17,11.0,12.603853569760917,A
77.23659597353056,1289.49,12.0,150.86699717631308,A
194.1473194883238,16.73,24.0,12.147395142414544,A
63.989050858011325,0.0,11.0,0.0,A
168.4626264957062,322.64,18.0,42.6574691379347,A
138.68164677145947,42.33,13.0,12.12534584571423,A
81.20483531840728,38.64,15.0,10.677254557341964,A
83.56122027267648,1142.91,11.0,117.21646689934586,A
87.58800906642637,1303.1,11.0,84.78952631968167,A
52.95490678787743,15.68,13.0,6.7621312397421205,A
109.44761337639876,0.0,16.0,0.0,A
106.9166742523932,26.73,24.0,14.241980291852784,A
81.44254500964887,0.0,13.0,0.0,A
26.68349818755052,213.27,9.0,29.4846156387434,A
51.95538086817834,167.83,11.0,14.88497504001599,A
206.6289563572733,525.05,27.0,110.7223770834304,A
45.6176629569344,141.23,13.0,18.75758551263652,A
94.53869116605144,56.1,19.0,14.4315243142382,A
165.49859069416198,1068.17,47.0,146.685846978958,A
140.0633682519696,90.35,23.0,23.78700242291923,A
107.00515621902358,624.15,22.0,57.83553102257359,A
87.43005427991523,68.84,11.0,15.081585441771551,A
447.72720415378257,429.22,18.0,150.94902304135385,A
81.63390611949713,102.58,12.0,17.380151238677353,A
79.14679160302389,476.5,14.0,51.81448410599317,A
145.16266281438232,85.69,15.0,14.478987454990673,A
139.9537200329179,166.55,28.0,33.32668835895176,A
41.07074515282755,101.83,12.0,17.05290360985332,A
47.84134902032343,810.26,16.0,95.43735234088784,A
100.18182525218056,722.44,23.0,101.7019798018816,A
45.19061072457704,0.0,11.0,0.0,A
183.8687981457369,0.0,16.0,0.0,A
115.18795342982172,479.19,26.0,44.011067062005,A
69.7480310703768,106.43,14.0,14.27334485964664,A
70.59461896746527,230.08,13.0,25.25691658348467,A
62.02958413507584,1228.62,13.0,98.18830861438416,A
106.985894575847,113.2,11.0,23.36710478310554,A
45.39838784380035,150.38,13.0,17.420112343092093,A
194.2646193621708,274.94,19.0,29.80698262883712,A
116.5767432733482,284.46,14.0,8.371434609988732,A
77.95459320547712,31.81,10.0,10.817817768862389,A
60.7139709160375,82.56,8.0,15.579255094572158,A
84.44961672031457,191.64,16.0,30.54690857701971,A
134.82955974572596,678.74,15.0,65.47929273458386,A
148.05750838097927,298.88,21.0,48.03434010736306,A
170.1041372993251,145.6,15.0,19.83892458433295,A
132.75135645813432,46.57,11.0,15.015830650689448,A
81.74049263305207,30.04,11.0,10.295520157146926,A
148.15795082733408,45.8,14.0,12.75267525739969,A
180.82828508751535,764.26,17.0,93.33138535003788,A
94.44034132343556,106.14,13.0,17.4822677786011,A
143.6492549527729,42.82,18.0,12.40130142114884,A
108.35506575729389,81.01,8.0,14.705867266471891,A
57.3791007326631,687.01,14.0,88.18191865491163,A
37.17511916566174,110.21,12.0,13.557519540720769,A
102.7989294956246,11.54,12.0,8.095231302703919,A
85.57086426618864,135.93,12.0,23.010865072853257,A
127.36048356875423,0.0,23.0,0.0,A
82.34941605260626,0.0,15.0,0.0,A
66.17050487132464,62.51,12.0,11.080324292091548,A
135.50427458469045,0.0,22.0,0.0,A
131.6547954746433,712.67,17.0,51.39312014742589,A
27.86663027931535,1232.55,12.0,98.77028056684782,A
37.4298618961656,123.97,13.0,18.05518245194005,A
85.36566301028552,0.0,12.0,0.0,A
77.4325860809611,163.85,12.0,19.09865044549669,A
72.85958602440066,57.24,11.0,11.414311310653998,A
120.78267831593088,647.57,15.0,62.620487920604695,A
109.5771274510063,2092.8,19.0,189.61360374132727,A
47.76544967638837,9.16,17.0,4.504356168142616,A
77.34436676727191,787.1,14.0,73.09298481427442,A
78.99115273310466,57.13,19.0,10.00463655683088,A
88.64797876489136,38.76,12.0,11.26057527505056,A
43.38903542263332,96.2,12.0,11.769273958424996,A
101.06274623974276,279.22,17.0,43.66078186306758,A
81.48159304468108,523.91,13.0,40.85911806800155,A
101.06013504711926,58.18,25.0,17.705290792629114,A
96.97294579424316,981.66,14.0,110.08587867087314,A
56.36017866717376,42.01,11.0,8.677147107072923,A
104.27241039052174,130.55,32.0,38.14831424424308,A
76.17659603023107,187.26,13.0,31.88445419931008,A
54.992776373999774,73.25,14.0,13.75837075287323,A
64.72783274244088,849.95,13.0,91.80495614270288,A
95.09276264842592,384.46,12.0,55.63955883542076,A
89.97533128793472,17.04,18.0,7.908490924186384,A
88.14444537680431,54.08,15.0,11.893147262262934,A
160.4781681480605,616.26,19.0,11.429483839428451,A
175.8393682033729,146.27,16.0,31.721022820177343,A
155.3405155695446,746.58,28.0,62.15050723867701,A
86.72082900408876,22.04,15.0,8.061794392661824,A
65.27300424319054,0.0,12.0,0.0,A
37.844282214186926,12.51,10.0,5.906745189295278,A
41.46463358535063,168.6,9.0,25.67362025225972,A
125.89323492950209,76.58,14.0,16.870192076369655,A
110.66335985686052,54.39,14.0,14.50243040770109,A
199.39484062553527,1542.34,25.0,196.43792119930865,A
71.50999481595679,67.08,14.0,11.024762257414933,A
51.3273737420959,66.15,12.0,12.32366132813858,A
73.61456091556975,59.95,11.0,11.88949820095354,A
85.09524186421598,31.51,16.0,9.366249807130751,A
29.17125143031621,867.92,13.0,84.83389708581457,A
114.96447737354856,58.24,13.0,12.8633415553029,A
29.032175194727856,836.12,10.0,69.71289531361604,A
94.68123233947576,50.24,16.0,11.485763143664984,A
78.23189844064903,59.49,12.0,13.502748585784117,A
92.57912373085374,496.61,14.0,52.50563164410208,A
57.845588117649896,936.96,10.0,73.52581294397272,A
186.56239832284945,0.0,21.0,0.0,A
114.55704113450278,200.86,14.0,35.63096935684568,A
109.91800957915312,789.53,18.0,86.75628016352422,A
73.15341652743722,647.25,12.0,56.91013624117952,A
77.04575431773705,73.4,17.0,13.175525419116372,A
124.57098055987493,27.4,20.0,11.58706964697994,A
153.41888536592285,1307.65,17.0,10.322130915300477,A
161.11432359752212,118.2,19.0,24.243941720128674,A
78.16586048102653,105.96,10.0,14.362363918238,A
82.3005103593062,42.53,11.0,11.651463899178273,A
94.40242331340356,94.99,11.0,17.035153414761826,A
70.18511053573918,85.6,19.0,15.473549825847954,A
56.11449600267776,71.64,13.0,14.647256516037416,A
163.19642264126003,153.26,23.0,36.716793046517815,A
101.36095525094224,127.47,14.0,17.052824079433876,A
103.946747338726,99.2,10.0,13.76888002556317,A
77.0349184802544,13.9,19.0,7.930995910042607,A
57.570317121687474,108.84,13.0,11.658350861105738,A
102.68434194604298,9.78,19.0,8.912300557389724,A
97.76097811653212,711.17,12.0,93.65581397338572,A
50.526763992490935,26.72,10.0,7.588207678924126,A
128.5658553360209,22.11,19.0,11.067159237372074,A
116.97281498241276,1107.43,17.0,155.86422885670572,A
78.3427256199834,51.35,14.0,9.532594456755248,A
42.730193902958064,514.84,9.0,74.0731460739238,A
115.0782690797931,1061.41,20.0,14.833128777015537,A
99.41012765556496,309.97,14.0,44.13377973105946,A
61.51642938446177,290.34,10.0,23.244082384220945,A
69.75390860733522,54.23,16.0,8.751277550370242,A
45.49408291882949,115.01,17.0,19.667235227694807,A
120.74208722884528,221.64,13.0,29.20426223067411,A
31.0665696909082,204.17,13.0,27.75121935283596,A
78.1157451715885,540.58,14.0,43.71561878289918,A
198.620422615516,194.59,29.0,46.515682967361386,A
108.63509527001924,124.09,15.0,19.86234109370117,A
101.81455544914328,1318.2,18.0,131.5179311680523,A
43.47826451601248,1031.93,14.0,118.36127731878378,A
65.09061004095008,242.84,13.0,30.56509208298253,A
55.13364033074303,50.48,12.0,9.209594511296,A
44.52177349048219,26.76,11.0,7.149971253986662,A
33.17804657538031,6.88,6.0,3.9154333552923664,A
101.6276974671016,90.73,14.0,15.82921921678388,A
144.28939244161123,340.63,19.0,32.54398238531126,A
60.11856844263957,335.63,16.0,48.900713510415024,A
117.36819090095966,1091.85,14.0,156.4271930855747,A
104.61985851938874,146.18,12.0,16.715027069688222,A
50.90321395898184,22.95,11.0,6.417000991776676,A
75.54933238201048,312.86,13.0,30.65976662363888,A
81.67960116575483,153.91,13.0,26.923722066659185,A
115.770022699602,0.0,13.0,0.0,A
84.51122381055308,828.19,17.0,76.42601097966607,A
33.46726461853706,31.62,5.0,8.499782841314794,A
199.83128953836783,474.84,19.0,41.351387260107856,A
97.17673963230229,25.49,16.0,10.79189424122277,A
122.49301822490784,782.58,34.0,109.4642493823775,A
37.09001557517941,198.98,11.0,19.656408342651407,A
51.74237601274967,55.3,13.0,11.134122995323928,A
67.13705080404876,110.28,20.0,17.16792289860872,A
56.96495901253897,598.39,15.0,78.96574465034506,A
63.07836573241224,132.99,12.0,14.617706867043816,A
631.8502019230535,223.41,18.0,143.23162783760122,A
174.06552243800513,32.28,19.0,12.092653454997318,A
47.3624364468966,737.71,12.0,93.04964685492524,A
104.7383625283592,619.51,15.0,81.42851648653652,A
112.32908164249864,948.66,16.0,117.423111649014,A
37.71970623712679,32.2,9.0,7.263589527913603,A
63.16995559551135,33.01,10.0,8.35059313765943,A
126.04818489776372,1205.74,20.0,9.295445638684406,A
86.56891066954489,85.68,10.0,15.042628406764498,A
123.36975326202916,95.08,18.0,16.477560103931967,A
137.53524484421763,44.0,16.0,10.440044616929846,A
45.53885571311169,14.79,9.0,4.992331013855488,A
64.32276219923821,94.31,11.0,15.700800212406996,A
92.4515707109733,185.81,13.0,24.86196962634541,A
69.42161550430592,179.58,9.0,26.775775339545355,A
114.64751710739304,199.6,32.0,28.52720455839902,A
166.18732945035393,90.56,17.0,19.431000093308704,A
72.20072202216137,188.61,13.0,6.661286178126308,A
88.9861145591569,37.52,12.0,11.34552900411245,A
74.83871167149748,9.38,14.0,5.9202374957007295,A
28.50358131166416,48.94,11.0,7.563347473140528,A
52.403773328534896,1169.39,9.0,103.27230812263582,A
71.57210835685238,172.33,13.0,18.71745195024686,A
63.24381573860855,529.22,10.0,53.29484678961691,A
118.37468083140114,923.59,17.0,97.06148460984578,A
136.55889079716596,130.82,14.0,18.170903817854025,A
56.214572519217135,118.9,8.0,14.120124751422289,A
135.6019852760608,52.33,14.0,13.00388858434644,A
61.16300864614064,154.52,8.0,15.04943679089347,A
92.50077412048958,9.51,12.0,7.289732171018407,A
65.22504588597386,116.26,11.0,16.358128845576537,A
144.41002627076642,163.97,39.0,45.5325369155028,A
53.740754688725055,70.31,12.0,13.31255299354854,A
103.18741458743352,1957.35,33.0,23.39020738086776,A
119.166386618293,26.43,18.0,13.44961938614318,A
156.9406657611283,426.54,16.0,46.73880445970967,A
125.32040373364973,1079.22,19.0,129.95557880237854,A
68.23869147786736,39.89,15.0,8.190456236760205,A
113.13512128551244,347.0,12.0,44.53039694450141,A
30.02353228842937,7.34,11.0,3.704501951603808,A
148.0428624821406,227.55,39.0,52.112634456247,A
100.87650006223086,783.64,22.0,102.15426232571184,A
111.48598453178708,973.28,16.0,113.23978365449868,A
61.96303972299442,263.97,9.0,38.52654865034299,A
121.3054544546525,439.69,21.0,66.0029534302382,A
82.2095555832384,69.19,11.0,15.58935125626364,A
47.48179891943501,476.75,16.0,65.15218353757555,A
40.51349967262108,70.22,8.0,8.55734453364332,A
71.18005651054443,57.89,12.0,11.021429309597105,A
80.84794058195516,133.15,10.0,14.335778987106773,A
22.011422996726424,507.82,16.0,70.65710622510606,A
171.3393502049889,121.49,24.0,20.62475459687023,A
64.02728580374075,19.69,17.0,6.2052016553533065,A
254.43015046251924,359.74,30.0,61.15652413546938,A
80.98826227102683,26.48,11.0,10.807902141062426,A
150.7382517934564,105.35,15.0,21.332318667414764,A
121.12430698125904,700.42,17.0,16.37072363429867,A
60.81651178264786,143.63,9.0,17.44930147920409,A
67.33041051620603,118.13,10.0,19.11529628131925,A
107.63397159163588,104.5,16.0,21.762084242515165,A
130.46491021934364,249.2,13.0,32.33566590587749,A
89.10510780115193,26.06,14.0,7.895852702021719,A
73.6703479083952,142.4,11.0,25.039724101962708,A
109.51927393530208,124.53,29.0,33.44926079674181,A
83.57678369875683,462.98,15.0,44.994379847161234,A
47.7990337751606,75.81,12.0,11.67521401161506,A
80.07336649117435,72.47,14.0,16.63745294950546,A
146.63571154215356,245.8,16.0,25.42270323144605,A
96.92344093470518,0.0,17.0,0.0,A
95.22599333944416,128.04,14.0,17.330679076239207,A
36.82511848994594,98.23,8.0,15.649044402188377,A
101.6620411188093,54.32,10.0,12.733730783082722,A
61.1741063773334,0.0,12.0,0.0,A
30.233431174233296,270.04,15.0,25.41561293279966,A
154.98906174621862,1215.32,19.0,142.98475677474784,A
70.4161205205367,45.42,9.0,10.827790436357969,A
81.59686909577508,1616.51,14.0,178.0856126049576,A
101.28905557787796,218.56,11.0,23.028734353246165,A
570.0583981025254,356.14,18.0,120.9212845036272,A
54.84798936740218,40.9,15.0,8.03257010205149,A
165.8476535528135,0.0,16.0,0.0,A
78.22102367606053,44.86,15.0,10.700121997681094,A
53.49971351204606,50.85,9.0,9.95723886685936,A
84.5002094121366,1121.35,15.0,73.81193617725951,A
58.18011220200447,8.04,11.0,5.832293804729166,A
75.98352415186328,709.99,13.0,65.51117895342367,A
169.77823334767456,451.38,17.0,12.613998020428962,A
31.0760058003612,8.5,11.0,3.804084909418858,A
82.6661488457256,17.91,13.0,9.094506682610936,A
79.3220506286796,56.79,12.0,11.859740175696016,A
68.32260819840634,98.18,9.0,13.357518473136476,A
63.3672635887449,183.47,18.0,30.03827908658828,A
112.41950651484868,0.0,17.0,0.0,A
59.085285873495,23.62,10.0,6.688763074735237,A
18.815703201889285,227.09,18.0,27.48327786802928,A
37.60677791561958,16.09,13.0,6.6186148483637,A
68.51650556128385,6.79,15.0,5.809690920369159,A
125.80299032579435,362.45,15.0,9.90128094550247,A
105.54518215262355,70.09,11.0,11.292727295170842,A
27.185923207069905,163.87,11.0,22.03292006211426,A
105.51335566593556,106.15,21.0,21.15264119899685,A
84.4202390287418,16.58,11.0,6.252484470212544,A
61.442408526338006,226.71,8.0,27.28995992277357,A
61.98783613763568,42.39,13.0,9.30269937792633,A
107.22457634918293,680.84,12.0,78.06901858364631,A
185.8866403309736,60.71,23.0,15.685122315922143,A
48.266773902768456,155.3,13.0,15.429094111068146,A
46.41140078246874,5.85,10.0,4.434263735484966,A
84.54592518964368,14.75,19.0,9.577802906973297,A
100.99590201068337,807.27,19.0,122.06146220036194,A
135.2507741771076,50.82,17.0,15.640268906919047,A
107.67648810360858,82.8,20.0,14.139679397839076,A
113.87696779120088,273.59,20.0,42.60592728889922,A
53.230441979108434,490.38,7.0,37.18378086961624,A
111.33523842467172,28.41,15.0,10.353777550741112,A
119.331769648013,152.35,16.0,23.19914682484556,A
53.385014345040425,547.02,14.0,46.50331523926808,A
73.55248287917546,0.0,14.0,0.0,A
52.60658828609169,83.31,11.0,13.440585784784032,A
59.85860071167649,154.95,16.0,15.315647816210316,A
132.26355218065484,633.67,24.0,92.45440564851796,A
69.42847631114476,232.09,14.0,20.49551075704549,A
50.26059988327448,64.32,8.0,9.675400089076804,A
38.07307154621897,107.97,12.0,10.48407995783334,A
74.33106275473595,58.93,15.0,9.555069517804997,A
68.51926466367927,66.06,11.0,15.011535668445852,A
164.73963484799935,166.28,18.0,24.56880653964928,A
52.228605575414655,168.41,13.0,20.03075676451613,A
49.55831460229149,99.71,10.0,17.794153884472646,A
109.43683467213346,476.42,13.0,8.037682142416354,A
89.21019963407637,0.0,16.0,0.0,A
79.76277616634403,149.04,7.0,22.6979474444896,A
86.70685480222063,199.28,11.0,21.735831927479914,A
63.49972519612315,0.0,14.0,0.0,A
182.6916540141878,36.2,19.0,14.363602690791712,A
117.17174846426796,145.36,18.0,26.1261068657701,A
45.657358506319184,0.0,13.0,0.0,A
124.66771147329764,18.29,11.0,11.11227522661385,A
136.47722858404643,389.97,14.0,52.778528105143096,A
61.691123029371866,624.1,9.0,87.51421077451062,A
170.25554066621353,55.28,30.0,25.88964940088517,A
102.7472428779164,66.14,21.0,19.15994002957081,A
34.13719826432882,96.98,11.0,9.72468554676147,A
133.20185390941393,18.6,9.0,10.906737340950633,A
116.52377391559908,0.0,11.0,0.0,A
46.56602743255621,9.77,13.0,5.104599384951449,A
103.49283855133716,116.1,13.0,23.054654671990903,A
63.22917682831013,210.06,14.0,22.74401922060823,A
125.20308205607968,224.26,15.0,24.69485694171133,A
49.226613881726685,224.86,17.0,32.212721706791314,A
48.774779675390654,41.78,9.0,10.199899846931263,A
102.80365355526922,50.47,26.0,18.76992582981505,A
81.56900948992303,504.93,13.0,36.96465787136902,A
190.2427436122492,46.54,18.0,13.637455949403083,A
131.12129700983922,207.63,14.0,30.955503580455005,A
74.89586946272212,48.87,11.0,9.448831173471511,A
64.92904406005692,735.92,16.0,80.20546503414829,A
103.3024430636609,28.94,12.0,10.416046990809388,A
195.66051181462169,40.94,19.0,15.66818479423341,A
86.6035140735457,52.24,16.0,12.51843972122006,A
99.11435101902023,26.79,12.0,8.763847953973858,A
73.03572142761443,144.79,10.0,23.481668287420067,A
95.21372846989154,44.54,12.0,11.431921275865424,A
62.39038246010952,29.91,16.0,6.135404963069632,A
96.28280068512696,547.07,16.0,72.69072547125745,A
188.89489336362,18.16,18.0,15.144046549399665,A
164.51885770874043,446.75,22.0,63.74389016123701,A
128.45927294347092,66.04,22.0,16.567893037940298,A
101.0114589336856,131.93,20.0,14.504442057481024,A
247.41263012993443,574.29,30.0,90.4396636689408,A
77.85997207057395,457.52,12.0,44.549534082575086,A
73.47813043901378,10.73,15.0,6.922194793104775,A
32.18352486156267,1216.91,6.0,155.65597651307235,A
94.46683248643365,93.32,15.0,17.61016832034212,A
112.4894865512496,178.13,14.0,27.27429606902172,A
140.5370977236986,1293.62,16.0,154.83748917949512,A
173.4011243978109,382.83,17.0,39.11422649071902,A
128.4474942386385,89.24,21.0,27.31605330494316,A
125.12451801078632,175.35,17.0,25.43839419897176,A
47.18300360315664,42.3,21.0,9.763878997742667,A
97.85610864471094,56.61,12.0,13.274162415015098,A
79.80362684785068,122.14,19.0,21.40777696242317,A
156.7640428286271,28.57,23.0,15.102188656016992,A
82.2765227017768,955.98,9.0,93.66985772397302,A
52.96991299671574,1454.88,14.0,161.92539604305136,A
94.16138892072962,16.32,12.0,7.385697801496251,A
61.26736415234946,66.22,21.0,12.82931929083361,A
33.46425160413352,77.11,9.0,9.375629645625642,A
52.65820569903861,79.6,9.0,12.98070020612567,A
86.64126636982787,253.88,10.0,28.50752122887108,A
61.132194902638126,28.82,15.0,7.506520025222509,A
366.7717974561568,264.73,41.0,87.50092715476359,A
41.45112066120933,3809.11,13.0,426.6970022109269,A
54.50304764994141,5.95,10.0,4.093185647434828,A
48.64781162411708,31.23,13.0,6.888223899261051,A
87.15774485162977,589.74,17.0,69.59597739695673,A
160.028887945774,217.97,20.0,38.40247430587424,A
80.9244728282386,198.54,13.0,20.31033635346609,A
72.66499026946288,79.43,14.0,10.979292871505532,A
149.9669109968761,75.03,23.0,14.236735623377722,A
127.54515265527796,57.23,22.0,18.177191450120944,A
97.69022056901204,20.27,18.0,10.220705223290226,A
30.461974496611624,64.48,14.0,8.790838483893513,A
42.74131849579449,64.49,12.0,10.003636562991288,A
397.4744225173216,98.76,47.0,97.83208137203752,A
96.73900209175704,939.11,14.0,74.15060835458196,A
27.582318797503174,48.63,16.0,8.279571313265128,A
103.71348501031056,733.36,15.0,67.40250243086822,A
196.09947696418897,0.0,18.0,0.0,A
40.905621451747855,455.1,12.0,39.62966683123116,A
181.5862335835409,723.31,22.0,79.97550059752174,A
87.43166437434628,563.11,16.0,59.93366806890502,A
106.05221117011678,113.8,16.0,16.242641927396825,A
61.01385778127104,920.49,16.0,92.03544095896636,A
188.5843691972416,22.45,22.0,14.273756265799822,A
130.08219663095218,103.32,23.0,27.77819928243185,A
88.53304410009228,92.4,9.0,12.946920440664105,A
172.1882170951862,294.5,24.0,32.644282745249974,A
46.2718399615103,173.63,16.0,14.188205349616307,A
83.12440510088516,519.0,11.0,37.33833249779803,A
50.60688977042592,5.02,15.0,4.873878822710834,A
74.29511914436497,187.37,14.0,29.90584562476758,A
51.17510222496408,69.66,13.0,10.590553593784431,A
69.87239106206232,87.87,11.0,14.13226511430447,A
112.5472806893608,0.0,14.0,0.0,A
35.70042688786695,210.8,9.0,30.686363251818268,A
43.229598025783424,896.85,13.0,122.71518093917952,A
66.01669759362859,132.05,16.0,21.01412822668327,A
109.9739199648237,70.77,13.0,13.474232964003978,A
185.2069670638473,65.88,30.0,21.837544282554468,A
66.82848018042786,23.84,9.0,7.036121548523649,A
78.4248143665709,163.89,14.0,29.28262265627013,A
63.98745285831693,183.65,16.0,18.44418097585863,A
59.566074695971565,30.0,13.0,8.962142671867346,A
86.49449793643329,26.1,12.0,9.432391809199032,A
63.59542433678185,167.93,13.0,15.505108804754894,A
119.52329924872006,76.7,14.0,12.530750749862,A
72.67874611463401,11.73,14.0,7.3662921331136815,A
109.23058315914676,119.44,14.0,15.276480415380265,A
137.99873336858664,20.39,20.0,10.52160674578338,A
116.76358776957476,0.0,14.0,0.0,A
55.4885658101197,84.18,11.0,15.549733657738678,A
100.56872211560942,18.61,13.0,7.871395009839697,A
114.58037991860512,90.18,15.0,16.67184044669314,A
72.96271407245328,49.21,16.0,9.169460523216689,A
169.46052403425892,77.81,17.0,18.009094271096625,A
74.71665503656673,69.93,12.0,9.365515181949949,A
62.01237916583708,61.16,8.0,12.749589099648942,A
